item,participante,prime,SOA,tempo,resposta
item_31,S_19,relacionado,longo,625.1692593,correct
item_32,S_19,relacionado,longo,807.9792424,correct
item_33,S_19,relacionado,longo,1237.0234,correct
item_34,S_19,relacionado,longo,501.9077267,correct
item_35,S_19,relacionado,longo,752.2338724,correct
item_36,S_19,relacionado,longo,544.379723,correct
item_37,S_19,relacionado,longo,866.1079485,correct
item_38,S_19,relacionado,longo,673.1364708,correct
item_39,S_19,relacionado,longo,572.5493604,correct
item_40,S_19,relacionado,longo,710.1844057,correct
item_41,S_19,relacionado,longo,670.2133209,correct
item_42,S_19,relacionado,longo,709.5799436,correct
item_43,S_19,relacionado,longo,461.4525078,correct
item_44,S_19,relacionado,longo,573.5960947,correct
item_45,S_19,relacionado,longo,691.1521333,correct
item_31,S_20,relacionado,longo,805.2416885,correct
item_32,S_20,relacionado,longo,796.6780873,correct
item_33,S_20,relacionado,longo,606.2491069,correct
item_34,S_20,relacionado,longo,367.6183794,correct
item_35,S_20,relacionado,longo,586.85584,correct
item_36,S_20,relacionado,longo,653.7031717,correct
item_37,S_20,relacionado,longo,822.3469237,correct
item_38,S_20,relacionado,longo,823.9707085,correct
item_39,S_20,relacionado,longo,537.8214764,correct
item_40,S_20,relacionado,longo,456.7375948,correct
item_41,S_20,relacionado,longo,480.7394926,correct
item_42,S_20,relacionado,longo,765.3623891,correct
item_43,S_20,relacionado,longo,768.8193173,correct
item_44,S_20,relacionado,longo,644.6157699,correct
item_45,S_20,relacionado,longo,659.4909976,correct
item_31,S_01,nrelacionado,curto,604.3759103,correct
item_32,S_01,nrelacionado,curto,650.8928959,correct
item_33,S_01,nrelacionado,curto,815.668762,correct
item_34,S_01,nrelacionado,curto,1060.779909,correct
item_35,S_01,nrelacionado,curto,659.5174975,correct
item_36,S_01,nrelacionado,curto,783.0004005,correct
item_37,S_01,nrelacionado,curto,828.5779968,correct
item_38,S_01,nrelacionado,curto,819.5532425,correct
item_39,S_01,nrelacionado,curto,946.6244045,correct
item_40,S_01,nrelacionado,curto,782.617098,correct
item_41,S_01,nrelacionado,curto,890.2351032,correct
item_42,S_01,nrelacionado,curto,869.3612781,correct
item_43,S_01,nrelacionado,curto,794.9573492,correct
item_44,S_01,nrelacionado,curto,786.801928,correct
item_45,S_01,nrelacionado,curto,990.3141266,correct
item_31,S_02,nrelacionado,curto,921.8884753,correct
item_32,S_02,nrelacionado,curto,733.9033352,correct
item_33,S_02,nrelacionado,curto,1177.572415,correct
item_34,S_02,nrelacionado,curto,781.5991628,correct
item_35,S_02,nrelacionado,curto,797.934606,correct
item_36,S_02,nrelacionado,curto,888.2527149,correct
item_37,S_02,nrelacionado,curto,937.653476,correct
item_38,S_02,nrelacionado,curto,822.0970006,correct
item_39,S_02,nrelacionado,curto,799.2059613,correct
item_40,S_02,nrelacionado,curto,887.5013907,correct
item_41,S_02,nrelacionado,curto,888.8783619,correct
item_42,S_02,nrelacionado,curto,883.4130545,correct
item_43,S_02,nrelacionado,curto,782.2202827,correct
item_44,S_02,nrelacionado,curto,746.9866495,correct
item_45,S_02,nrelacionado,curto,802.8843976,correct
item_31,S_03,nrelacionado,curto,794.5842182,correct
item_32,S_03,nrelacionado,curto,833.795981,correct
item_33,S_03,nrelacionado,curto,796.9853899,correct
item_34,S_03,nrelacionado,curto,861.7520942,correct
item_35,S_03,nrelacionado,curto,762.5693111,correct
item_36,S_03,nrelacionado,curto,744.2796841,correct
item_37,S_03,nrelacionado,curto,974.5833337,correct
item_38,S_03,nrelacionado,curto,899.2826875,correct
item_39,S_03,nrelacionado,curto,598.4500749,correct
item_40,S_03,nrelacionado,curto,851.8433811,correct
item_41,S_03,nrelacionado,curto,631.0569048,correct
item_42,S_03,nrelacionado,curto,733.0509696,correct
item_43,S_03,nrelacionado,curto,1109.6148,correct
item_44,S_03,nrelacionado,curto,1047.239747,correct
item_45,S_03,nrelacionado,curto,854.5502473,correct
item_31,S_04,nrelacionado,curto,680.9574305,correct
item_32,S_04,nrelacionado,curto,857.219499,correct
item_33,S_04,nrelacionado,curto,759.9396069,correct
item_34,S_04,nrelacionado,curto,1042.705396,correct
item_35,S_04,nrelacionado,curto,803.3441794,correct
item_36,S_04,nrelacionado,curto,967.3354074,correct
item_37,S_04,nrelacionado,curto,996.8289334,correct
item_38,S_04,nrelacionado,curto,660.562673,correct
item_39,S_04,nrelacionado,curto,675.7671438,correct
item_40,S_04,nrelacionado,curto,1070.590581,correct
item_41,S_04,nrelacionado,curto,857.240911,correct
item_42,S_04,nrelacionado,curto,855.4252318,incorrect
item_43,S_04,nrelacionado,curto,845.9808739,correct
item_44,S_04,nrelacionado,curto,858.8528339,correct
item_45,S_04,nrelacionado,curto,752.33628,correct
item_31,S_05,nrelacionado,curto,718.9157823,correct
item_32,S_05,nrelacionado,curto,726.682225,correct
item_33,S_05,nrelacionado,curto,941.1224098,correct
item_34,S_05,nrelacionado,curto,668.3893559,correct
item_35,S_05,nrelacionado,curto,829.9390867,correct
item_36,S_05,nrelacionado,curto,815.6900996,correct
item_37,S_05,nrelacionado,curto,804.936762,correct
item_38,S_05,nrelacionado,curto,833.8452213,correct
item_39,S_05,nrelacionado,curto,935.1388903,correct
item_40,S_05,nrelacionado,curto,839.2060481,correct
item_41,S_05,nrelacionado,curto,601.7144157,correct
item_42,S_05,nrelacionado,curto,775.0409611,correct
item_43,S_05,nrelacionado,curto,885.7456952,correct
item_44,S_05,nrelacionado,curto,592.7811074,correct
item_45,S_05,nrelacionado,curto,945.007822,correct
item_16,S_06,nrelacionado,curto,810.0726447,correct
item_17,S_06,nrelacionado,curto,780.3419713,correct
item_18,S_06,nrelacionado,curto,1000.066879,correct
item_19,S_06,nrelacionado,curto,846.0061184,correct
item_20,S_06,nrelacionado,curto,733.2135688,correct
item_21,S_06,nrelacionado,curto,793.0605537,correct
item_22,S_06,nrelacionado,curto,800.5337039,correct
item_23,S_06,nrelacionado,curto,921.6455582,correct
item_24,S_06,nrelacionado,curto,1043.018695,correct
item_25,S_06,nrelacionado,curto,865.4428705,correct
item_26,S_06,nrelacionado,curto,748.823905,correct
item_27,S_06,nrelacionado,curto,632.6838761,correct
item_28,S_06,nrelacionado,curto,684.6118688,correct
item_29,S_06,nrelacionado,curto,762.2882641,correct
item_30,S_06,nrelacionado,curto,717.0512778,correct
item_16,S_07,nrelacionado,curto,894.3693549,correct
item_17,S_07,nrelacionado,curto,921.6662577,correct
item_18,S_07,nrelacionado,curto,887.2188176,correct
item_19,S_07,nrelacionado,curto,827.4235919,correct
item_20,S_07,nrelacionado,curto,857.8349403,correct
item_21,S_07,nrelacionado,curto,928.4599166,correct
item_22,S_07,nrelacionado,curto,843.2550658,correct
item_23,S_07,nrelacionado,curto,724.8084231,correct
item_24,S_07,nrelacionado,curto,916.2977326,correct
item_25,S_07,nrelacionado,curto,1000.96832,correct
item_26,S_07,nrelacionado,curto,789.5409638,correct
item_27,S_07,nrelacionado,curto,663.3333989,correct
item_28,S_07,nrelacionado,curto,724.8764299,correct
item_29,S_07,nrelacionado,curto,944.819225,correct
item_30,S_07,nrelacionado,curto,865.2745705,correct
item_16,S_08,nrelacionado,curto,669.3219201,correct
item_17,S_08,nrelacionado,curto,871.9988428,correct
item_18,S_08,nrelacionado,curto,792.7867161,correct
item_19,S_08,nrelacionado,curto,728.3843917,correct
item_20,S_08,nrelacionado,curto,753.5645717,correct
item_21,S_08,nrelacionado,curto,817.5419304,correct
item_22,S_08,nrelacionado,curto,714.887312,correct
item_23,S_08,nrelacionado,curto,659.6755634,correct
item_24,S_08,nrelacionado,curto,863.8951363,correct
item_25,S_08,nrelacionado,curto,759.8814462,correct
item_26,S_08,nrelacionado,curto,745.269249,correct
item_27,S_08,nrelacionado,curto,819.1577522,correct
item_28,S_08,nrelacionado,curto,758.631996,correct
item_29,S_08,nrelacionado,curto,981.0449545,correct
item_30,S_08,nrelacionado,curto,854.3002991,correct
item_16,S_09,nrelacionado,curto,620.5575006,correct
item_17,S_09,nrelacionado,curto,862.925521,correct
item_18,S_09,nrelacionado,curto,704.3289779,correct
item_19,S_09,nrelacionado,curto,713.0203802,correct
item_20,S_09,nrelacionado,curto,724.6348607,correct
item_21,S_09,nrelacionado,curto,422.7010255,correct
item_22,S_09,nrelacionado,curto,490.8306683,incorrect
item_23,S_09,nrelacionado,curto,732.7423047,correct
item_24,S_09,nrelacionado,curto,684.2574742,correct
item_25,S_09,nrelacionado,curto,730.0244109,correct
item_26,S_09,nrelacionado,curto,587.7898699,correct
item_27,S_09,nrelacionado,curto,581.0681057,correct
item_28,S_09,nrelacionado,curto,553.8875812,correct
item_29,S_09,nrelacionado,curto,510.4388519,correct
item_30,S_09,nrelacionado,curto,512.6530784,correct
item_16,S_10,nrelacionado,curto,670.9149508,correct
item_17,S_10,nrelacionado,curto,544.9444995,correct
item_18,S_10,nrelacionado,curto,591.4568704,correct
item_19,S_10,nrelacionado,curto,569.2828556,correct
item_20,S_10,nrelacionado,curto,510.3476459,correct
item_21,S_10,nrelacionado,curto,219.0127774,correct
item_22,S_10,nrelacionado,curto,528.04106,correct
item_23,S_10,nrelacionado,curto,469.6520039,correct
item_24,S_10,nrelacionado,curto,749.7956696,correct
item_25,S_10,nrelacionado,curto,636.2554177,correct
item_26,S_10,nrelacionado,curto,501.7870429,correct
item_27,S_10,nrelacionado,curto,403.5828128,correct
item_28,S_10,nrelacionado,curto,705.8869109,correct
item_29,S_10,nrelacionado,curto,564.0656353,correct
item_30,S_10,nrelacionado,curto,570.3063243,correct
item_01,S_11,nrelacionado,curto,517.410011,correct
item_02,S_11,nrelacionado,curto,593.3595614,correct
item_03,S_11,nrelacionado,curto,600.4852626,correct
item_04,S_11,nrelacionado,curto,642.1367953,correct
item_05,S_11,nrelacionado,curto,453.1975425,correct
item_06,S_11,nrelacionado,curto,571.0244065,correct
item_07,S_11,nrelacionado,curto,522.4245989,correct
item_08,S_11,nrelacionado,curto,286.0425167,correct
item_09,S_11,nrelacionado,curto,652.8064963,correct
item_10,S_11,nrelacionado,curto,777.8526349,correct
item_11,S_11,nrelacionado,curto,477.9598929,correct
item_12,S_11,nrelacionado,curto,594.5376599,correct
item_13,S_11,nrelacionado,curto,534.6956001,correct
item_14,S_11,nrelacionado,curto,556.8069939,correct
item_15,S_11,nrelacionado,curto,485.6704286,correct
item_01,S_12,nrelacionado,curto,519.7710381,correct
item_02,S_12,nrelacionado,curto,592.2251766,correct
item_03,S_12,nrelacionado,curto,692.7035175,correct
item_04,S_12,nrelacionado,curto,653.9741532,correct
item_05,S_12,nrelacionado,curto,525.0951458,correct
item_06,S_12,nrelacionado,curto,506.0353358,correct
item_07,S_12,nrelacionado,curto,457.1586982,correct
item_08,S_12,nrelacionado,curto,644.9590169,correct
item_09,S_12,nrelacionado,curto,565.8580936,correct
item_10,S_12,nrelacionado,curto,677.022697,correct
item_11,S_12,nrelacionado,curto,727.7914341,correct
item_12,S_12,nrelacionado,curto,628.1227131,correct
item_13,S_12,nrelacionado,curto,637.646743,correct
item_14,S_12,nrelacionado,curto,470.8051614,correct
item_15,S_12,nrelacionado,curto,633.2257375,correct
item_01,S_13,nrelacionado,curto,516.7727198,correct
item_02,S_13,nrelacionado,curto,517.5381507,correct
item_03,S_13,nrelacionado,curto,684.4952622,correct
item_04,S_13,nrelacionado,curto,795.8718849,correct
item_05,S_13,nrelacionado,curto,390.4450029,correct
item_06,S_13,nrelacionado,curto,709.9452174,correct
item_07,S_13,nrelacionado,curto,724.1420557,correct
item_08,S_13,nrelacionado,curto,878.1875834,correct
item_09,S_13,nrelacionado,curto,585.3620946,correct
item_10,S_13,nrelacionado,curto,830.1050653,correct
item_11,S_13,nrelacionado,curto,983.3905463,correct
item_12,S_13,nrelacionado,curto,653.2567761,correct
item_13,S_13,nrelacionado,curto,771.7210273,correct
item_14,S_13,nrelacionado,curto,636.7897457,correct
item_15,S_13,nrelacionado,curto,591.7715944,correct
item_01,S_14,nrelacionado,curto,675.4194714,correct
item_02,S_14,nrelacionado,curto,689.1791767,correct
item_03,S_14,nrelacionado,curto,565.4399984,correct
item_04,S_14,nrelacionado,curto,639.1518349,correct
item_05,S_14,nrelacionado,curto,641.6747772,correct
item_06,S_14,nrelacionado,curto,678.4223229,correct
item_07,S_14,nrelacionado,curto,603.8309632,correct
item_08,S_14,nrelacionado,curto,466.1566417,correct
item_09,S_14,nrelacionado,curto,740.718579,correct
item_10,S_14,nrelacionado,curto,525.460539,correct
item_11,S_14,nrelacionado,curto,715.4416498,correct
item_12,S_14,nrelacionado,curto,604.6428016,correct
item_13,S_14,nrelacionado,curto,424.9654718,correct
item_14,S_14,nrelacionado,curto,641.480798,correct
item_15,S_14,nrelacionado,curto,887.2011158,correct
item_01,S_15,nrelacionado,curto,536.6154403,correct
item_02,S_15,nrelacionado,curto,585.7482598,correct
item_03,S_15,nrelacionado,curto,585.803472,correct
item_04,S_15,nrelacionado,curto,414.3016636,correct
item_05,S_15,nrelacionado,curto,747.877525,correct
item_06,S_15,nrelacionado,curto,667.0854598,correct
item_07,S_15,nrelacionado,curto,854.1068387,correct
item_08,S_15,nrelacionado,curto,727.7755548,correct
item_09,S_15,nrelacionado,curto,792.7602639,correct
item_10,S_15,nrelacionado,curto,760.9550104,correct
item_11,S_15,nrelacionado,curto,546.0487749,correct
item_12,S_15,nrelacionado,curto,755.6701488,correct
item_13,S_15,nrelacionado,curto,675.0341207,correct
item_14,S_15,nrelacionado,curto,759.3634522,correct
item_15,S_15,nrelacionado,curto,786.0200836,correct
item_46,S_16,nrelacionado,curto,839.8936713,correct
item_47,S_16,nrelacionado,curto,841.0938966,correct
item_48,S_16,nrelacionado,curto,556.6472405,correct
item_49,S_16,nrelacionado,curto,693.8110237,correct
item_50,S_16,nrelacionado,curto,840.460749,correct
item_51,S_16,nrelacionado,curto,569.2749861,correct
item_52,S_16,nrelacionado,curto,732.9459532,correct
item_53,S_16,nrelacionado,curto,800.8911811,correct
item_54,S_16,nrelacionado,curto,585.7421433,correct
item_55,S_16,nrelacionado,curto,732.7275723,correct
item_56,S_16,nrelacionado,curto,860.9875912,correct
item_57,S_16,nrelacionado,curto,646.3411064,correct
item_58,S_16,nrelacionado,curto,717.4508752,correct
item_59,S_16,nrelacionado,curto,796.910038,correct
item_60,S_16,nrelacionado,curto,715.2986763,correct
item_46,S_17,nrelacionado,curto,825.2070069,correct
item_47,S_17,nrelacionado,curto,402.724549,correct
item_48,S_17,nrelacionado,curto,541.4965295,correct
item_49,S_17,nrelacionado,curto,432.4431259,correct
item_50,S_17,nrelacionado,curto,465.6732612,correct
item_51,S_17,nrelacionado,curto,778.3219097,correct
item_52,S_17,nrelacionado,curto,657.4662039,incorrect
item_53,S_17,nrelacionado,curto,391.9900373,correct
item_54,S_17,nrelacionado,curto,599.3366083,correct
item_55,S_17,nrelacionado,curto,499.5680095,correct
item_56,S_17,nrelacionado,curto,664.2878289,incorrect
item_57,S_17,nrelacionado,curto,683.8230937,correct
item_58,S_17,nrelacionado,curto,723.1061622,correct
item_59,S_17,nrelacionado,curto,638.9765739,correct
item_60,S_17,nrelacionado,curto,767.2537941,correct
item_46,S_18,nrelacionado,curto,769.5511848,correct
item_47,S_18,nrelacionado,curto,629.1435564,correct
item_48,S_18,nrelacionado,curto,569.2466269,correct
item_49,S_18,nrelacionado,curto,611.9556224,correct
item_50,S_18,nrelacionado,curto,492.2630671,correct
item_51,S_18,nrelacionado,curto,646.646578,correct
item_52,S_18,nrelacionado,curto,787.1356933,correct
item_53,S_18,nrelacionado,curto,374.360341,correct
item_54,S_18,nrelacionado,curto,562.0550495,correct
item_55,S_18,nrelacionado,curto,774.8111971,correct
item_56,S_18,nrelacionado,curto,693.825678,correct
item_57,S_18,nrelacionado,curto,816.4046905,correct
item_58,S_18,nrelacionado,curto,595.5387806,correct
item_59,S_18,nrelacionado,curto,663.3623787,correct
item_60,S_18,nrelacionado,curto,697.3206082,correct
item_46,S_19,nrelacionado,curto,839.4470186,correct
item_47,S_19,nrelacionado,curto,652.561956,correct
item_48,S_19,nrelacionado,curto,568.1080291,correct
item_49,S_19,nrelacionado,curto,470.16367,correct
item_50,S_19,nrelacionado,curto,606.6388288,correct
item_51,S_19,nrelacionado,curto,593.6269141,correct
item_52,S_19,nrelacionado,curto,712.2889587,correct
item_53,S_19,nrelacionado,curto,701.1866668,correct
item_54,S_19,nrelacionado,curto,782.5651242,correct
item_55,S_19,nrelacionado,curto,693.3519867,correct
item_56,S_19,nrelacionado,curto,699.3923189,correct
item_57,S_19,nrelacionado,curto,673.6069971,correct
item_58,S_19,nrelacionado,curto,732.9161216,correct
item_59,S_19,nrelacionado,curto,542.8805764,correct
item_60,S_19,nrelacionado,curto,404.2949286,correct
item_46,S_20,nrelacionado,curto,532.5199293,correct
item_47,S_20,nrelacionado,curto,682.6174054,correct
item_48,S_20,nrelacionado,curto,523.6180317,correct
item_49,S_20,nrelacionado,curto,492.3176917,correct
item_50,S_20,nrelacionado,curto,466.9316223,correct
item_51,S_20,nrelacionado,curto,776.8547706,correct
item_52,S_20,nrelacionado,curto,601.7230575,correct
item_53,S_20,nrelacionado,curto,574.5639288,correct
item_54,S_20,nrelacionado,curto,715.6487406,correct
item_55,S_20,nrelacionado,curto,566.1183296,correct
item_56,S_20,nrelacionado,curto,461.2665776,correct
item_57,S_20,nrelacionado,curto,651.7109444,correct
item_58,S_20,nrelacionado,curto,421.9036528,correct
item_59,S_20,nrelacionado,curto,477.9056589,correct
item_60,S_20,nrelacionado,curto,649.795506,correct
item_46,S_01,nrelacionado,longo,841.8126992,correct
item_47,S_01,nrelacionado,longo,644.3107506,correct
item_48,S_01,nrelacionado,longo,941.5459759,correct
item_49,S_01,nrelacionado,longo,722.0167706,correct
item_50,S_01,nrelacionado,longo,754.7757769,correct
item_51,S_01,nrelacionado,longo,866.8005277,correct
item_52,S_01,nrelacionado,longo,802.0294772,correct
item_53,S_01,nrelacionado,longo,649.3163915,correct
item_54,S_01,nrelacionado,longo,547.9326831,correct
item_55,S_01,nrelacionado,longo,715.4831397,correct
item_56,S_01,nrelacionado,longo,636.9087895,correct
item_57,S_01,nrelacionado,longo,721.3965733,correct
item_58,S_01,nrelacionado,longo,739.1689768,correct
item_59,S_01,nrelacionado,longo,688.7842442,correct
item_60,S_01,nrelacionado,longo,629.937694,correct
item_46,S_02,nrelacionado,longo,683.5733924,correct
item_47,S_02,nrelacionado,longo,777.3342311,correct
item_48,S_02,nrelacionado,longo,1094.396328,correct
item_49,S_02,nrelacionado,longo,852.7378409,correct
item_50,S_02,nrelacionado,longo,868.105791,correct
item_51,S_02,nrelacionado,longo,789.2547172,correct
item_52,S_02,nrelacionado,longo,705.5645193,incorrect
item_53,S_02,nrelacionado,longo,949.9488821,correct
item_54,S_02,nrelacionado,longo,1070.573184,correct
item_55,S_02,nrelacionado,longo,611.9787681,correct
item_56,S_02,nrelacionado,longo,741.9948313,correct
item_57,S_02,nrelacionado,longo,865.4030995,correct
item_58,S_02,nrelacionado,longo,735.7798335,correct
item_59,S_02,nrelacionado,longo,837.1563018,correct
item_60,S_02,nrelacionado,longo,779.369891,correct
item_46,S_03,nrelacionado,longo,634.399749,correct
item_47,S_03,nrelacionado,longo,796.7367144,correct
item_48,S_03,nrelacionado,longo,830.4504068,correct
item_49,S_03,nrelacionado,longo,703.4107401,correct
item_50,S_03,nrelacionado,longo,841.7973684,correct
item_51,S_03,nrelacionado,longo,629.9549177,correct
item_52,S_03,nrelacionado,longo,752.8955502,correct
item_53,S_03,nrelacionado,longo,771.1094392,correct
item_54,S_03,nrelacionado,longo,847.0548807,correct
item_55,S_03,nrelacionado,longo,682.6851873,correct
item_56,S_03,nrelacionado,longo,988.3230475,correct
item_57,S_03,nrelacionado,longo,678.4760299,correct
item_58,S_03,nrelacionado,longo,806.0678407,correct
item_59,S_03,nrelacionado,longo,794.6192759,correct
item_60,S_03,nrelacionado,longo,818.635793,correct
item_46,S_04,nrelacionado,longo,870.5422646,correct
item_47,S_04,nrelacionado,longo,841.5102138,correct
item_48,S_04,nrelacionado,longo,728.8303025,incorrect
item_49,S_04,nrelacionado,longo,662.2704034,correct
item_50,S_04,nrelacionado,longo,866.8218695,correct
item_51,S_04,nrelacionado,longo,817.2464048,correct
item_52,S_04,nrelacionado,longo,963.3734857,correct
item_53,S_04,nrelacionado,longo,758.9683442,correct
item_54,S_04,nrelacionado,longo,642.6504167,correct
item_55,S_04,nrelacionado,longo,884.8265508,correct
item_56,S_04,nrelacionado,longo,804.8153732,correct
item_57,S_04,nrelacionado,longo,472.5986369,correct
item_58,S_04,nrelacionado,longo,915.6171066,correct
item_59,S_04,nrelacionado,longo,811.5281909,correct
item_60,S_04,nrelacionado,longo,686.8557459,correct
item_46,S_05,nrelacionado,longo,742.3961057,correct
item_47,S_05,nrelacionado,longo,751.725351,correct
item_48,S_05,nrelacionado,longo,613.3019924,correct
item_49,S_05,nrelacionado,longo,746.2540352,correct
item_50,S_05,nrelacionado,longo,722.0723653,correct
item_51,S_05,nrelacionado,longo,750.3901718,correct
item_52,S_05,nrelacionado,longo,562.1899941,correct
item_53,S_05,nrelacionado,longo,848.2077342,correct
item_54,S_05,nrelacionado,longo,863.4187099,correct
item_55,S_05,nrelacionado,longo,988.7297863,correct
item_56,S_05,nrelacionado,longo,550.2635483,correct
item_57,S_05,nrelacionado,longo,780.4491636,correct
item_58,S_05,nrelacionado,longo,565.9585771,correct
item_59,S_05,nrelacionado,longo,689.2489323,correct
item_60,S_05,nrelacionado,longo,851.4293206,correct
item_31,S_06,nrelacionado,longo,942.4077485,correct
item_32,S_06,nrelacionado,longo,945.3232254,correct
item_33,S_06,nrelacionado,longo,794.762583,correct
item_34,S_06,nrelacionado,longo,814.5286873,correct
item_35,S_06,nrelacionado,longo,688.7266872,correct
item_36,S_06,nrelacionado,longo,830.0472372,correct
item_37,S_06,nrelacionado,longo,581.3999107,correct
item_38,S_06,nrelacionado,longo,655.4798689,correct
item_39,S_06,nrelacionado,longo,725.856437,correct
item_40,S_06,nrelacionado,longo,850.0342017,correct
item_41,S_06,nrelacionado,longo,622.9725139,incorrect
item_42,S_06,nrelacionado,longo,646.312887,incorrect
item_43,S_06,nrelacionado,longo,776.6030154,correct
item_44,S_06,nrelacionado,longo,569.0800561,correct
item_45,S_06,nrelacionado,longo,752.7437626,correct
item_31,S_07,nrelacionado,longo,683.2264517,correct
item_32,S_07,nrelacionado,longo,804.5591265,incorrect
item_33,S_07,nrelacionado,longo,1929.514877,correct
item_34,S_07,nrelacionado,longo,883.0195548,correct
item_35,S_07,nrelacionado,longo,613.3888613,correct
item_36,S_07,nrelacionado,longo,520.5701106,correct
item_37,S_07,nrelacionado,longo,891.7968259,correct
item_38,S_07,nrelacionado,longo,940.9748056,correct
item_39,S_07,nrelacionado,longo,1023.779049,correct
item_40,S_07,nrelacionado,longo,800.7358966,correct
item_41,S_07,nrelacionado,longo,846.8087995,correct
item_42,S_07,nrelacionado,longo,726.1442043,correct
item_43,S_07,nrelacionado,longo,540.9782317,correct
item_44,S_07,nrelacionado,longo,663.1074327,correct
item_45,S_07,nrelacionado,longo,872.3359136,correct
item_31,S_08,nrelacionado,longo,933.4573189,correct
item_32,S_08,nrelacionado,longo,2683.71196,correct
item_33,S_08,nrelacionado,longo,810.2196318,correct
item_34,S_08,nrelacionado,longo,669.1921375,correct
item_35,S_08,nrelacionado,longo,678.6013393,correct
item_36,S_08,nrelacionado,longo,879.0771578,correct
item_37,S_08,nrelacionado,longo,630.1885634,correct
item_38,S_08,nrelacionado,longo,797.6889573,correct
item_39,S_08,nrelacionado,longo,772.1423128,correct
item_40,S_08,nrelacionado,longo,673.9985077,correct
item_41,S_08,nrelacionado,longo,658.9545565,correct
item_42,S_08,nrelacionado,longo,763.3741723,correct
item_43,S_08,nrelacionado,longo,804.2026088,correct
item_44,S_08,nrelacionado,longo,797.6984667,correct
item_45,S_08,nrelacionado,longo,776.3933983,correct
item_31,S_09,nrelacionado,longo,564.85978,correct
item_32,S_09,nrelacionado,longo,670.276502,correct
item_33,S_09,nrelacionado,longo,792.7342063,correct
item_34,S_09,nrelacionado,longo,852.6697016,correct
item_35,S_09,nrelacionado,longo,837.8304785,incorrect
item_36,S_09,nrelacionado,longo,609.7119858,correct
item_37,S_09,nrelacionado,longo,549.9233569,correct
item_38,S_09,nrelacionado,longo,589.625301,correct
item_39,S_09,nrelacionado,longo,629.3418419,correct
item_40,S_09,nrelacionado,longo,623.0463748,correct
item_41,S_09,nrelacionado,longo,710.1096575,correct
item_42,S_09,nrelacionado,longo,819.5486513,correct
item_43,S_09,nrelacionado,longo,615.5202086,correct
item_44,S_09,nrelacionado,longo,621.8564045,correct
item_45,S_09,nrelacionado,longo,686.6444649,correct
item_31,S_10,nrelacionado,longo,745.6656277,correct
item_32,S_10,nrelacionado,longo,632.7526197,correct
item_33,S_10,nrelacionado,longo,771.3792713,correct
item_34,S_10,nrelacionado,longo,871.4534892,correct
item_35,S_10,nrelacionado,longo,567.9163505,correct
item_36,S_10,nrelacionado,longo,989.9396917,correct
item_37,S_10,nrelacionado,longo,528.7360406,correct
item_38,S_10,nrelacionado,longo,655.4090478,correct
item_39,S_10,nrelacionado,longo,714.1497538,correct
item_40,S_10,nrelacionado,longo,642.383461,correct
item_41,S_10,nrelacionado,longo,597.0145283,correct
item_42,S_10,nrelacionado,longo,521.9524556,correct
item_43,S_10,nrelacionado,longo,645.5389273,correct
item_44,S_10,nrelacionado,longo,751.5811885,correct
item_45,S_10,nrelacionado,longo,667.3389516,correct
item_16,S_11,nrelacionado,longo,487.3052337,correct
item_17,S_11,nrelacionado,longo,547.8256168,correct
item_18,S_11,nrelacionado,longo,628.3771911,correct
item_19,S_11,nrelacionado,longo,638.1902829,correct
item_20,S_11,nrelacionado,longo,690.4591138,correct
item_21,S_11,nrelacionado,longo,646.0061747,correct
item_22,S_11,nrelacionado,longo,587.4674383,correct
item_23,S_11,nrelacionado,longo,403.7922034,correct
item_24,S_11,nrelacionado,longo,690.6095133,correct
item_25,S_11,nrelacionado,longo,844.7618425,correct
item_26,S_11,nrelacionado,longo,717.0947356,correct
item_27,S_11,nrelacionado,longo,555.6597453,correct
item_28,S_11,nrelacionado,longo,739.8384946,correct
item_29,S_11,nrelacionado,longo,529.9868602,correct
item_30,S_11,nrelacionado,longo,631.3418367,correct
item_16,S_12,nrelacionado,longo,804.2981136,correct
item_17,S_12,nrelacionado,longo,599.3632837,correct
item_18,S_12,nrelacionado,longo,615.39429,correct
item_19,S_12,nrelacionado,longo,623.5120539,correct
item_20,S_12,nrelacionado,longo,806.0004589,correct
item_21,S_12,nrelacionado,longo,853.3954565,incorrect
item_22,S_12,nrelacionado,longo,595.000735,correct
item_23,S_12,nrelacionado,longo,668.8382236,correct
item_24,S_12,nrelacionado,longo,657.2833014,correct
item_25,S_12,nrelacionado,longo,802.1786748,correct
item_26,S_12,nrelacionado,longo,666.7642268,correct
item_27,S_12,nrelacionado,longo,716.6860581,correct
item_28,S_12,nrelacionado,longo,777.1746895,correct
item_29,S_12,nrelacionado,longo,575.984901,correct
item_30,S_12,nrelacionado,longo,534.0453253,correct
item_16,S_13,nrelacionado,longo,767.304198,correct
item_17,S_13,nrelacionado,longo,792.1223297,correct
item_18,S_13,nrelacionado,longo,880.2917932,correct
item_19,S_13,nrelacionado,longo,806.9970443,correct
item_20,S_13,nrelacionado,longo,955.914748,correct
item_21,S_13,nrelacionado,longo,800.9685822,correct
item_22,S_13,nrelacionado,longo,950.2726614,correct
item_23,S_13,nrelacionado,longo,658.8730256,correct
item_24,S_13,nrelacionado,longo,966.9437671,correct
item_25,S_13,nrelacionado,longo,676.6253613,correct
item_26,S_13,nrelacionado,longo,846.3036527,correct
